DATA.ELEMENT,COMPUTED.COLUMN.CODE,CONVERTED.FROM,DATA.TYPE,DATABASE.USAGE.TYPE,DEFAULT.DISPLAY.SECURE,DEFAULT.DISPLAY.SIZE,DEFAULT.INPUT.PROMPT,DEFAULT.SAMPLE.DATA,DEFAULT.ZERO.PAD,DERIVED.SEC.PTR,DT1,DT2,DT3,DT4,DT5,ELEMENT.ASSOC.NAME,ELEMENT.ASSOC.TYPE,ELEMENT.POINTED.FROM,ELEMENT.POINTED.TO,FIELD.PLACEMENT,INFORM.CONVERSION.STRING,INFORM.FORMAT.STRING,MAXIMUM.STORAGE.SIZE,PURPOSE,REPORT.HEADER,SOURCE,TRUNCATION.FLAG,VALIDATION.TABLE,TOOLCDD.ADD.DATE,TOOLCDD.ADD.OPERATOR,TOOLCDD.CHANGE.DATE,TOOLCDD.CHANGE.OPERATOR,DataDatetime
HRP.LAST.PERIOD.PAID,,,D,A,N,8,Date Last Paid,,N,,N,2,/,,,,,,,151,D2/,8R,8,This is a list of dates last paid for an employee.,Date Last Paid,HRPER,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
HRP.PERSTAT.STATUS,"string[] xlResult1; , key xlKeyPerstat for file Perstat;, xlKeyPerstat = vlAllStatuses; xlResult1 = vlPerstatStatus;, return xlResult1;",,,I,N,250,,,N,,,,,,,,,,,0,,7L,0,get Employees status code from PERSTAT,,HRPER,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
HRP.PRI.DEPT.DESC,"string xResult1; , key xKeyDepts for file Depts;, xKeyDepts = vHrpPriDept; xResult1 = vDeptsDesc;, return xResult1;",,,I,N,50,,,N,,,,,,,,,,,0,,30L,0,"To retrieve the description of the department, associated with the primary position of the active, status",,HRPER,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
HRP.PRI.DEPT1,"string xResult1; , key xKeyPosition for file Position;, xKeyPosition = vHrpPriPos; xResult1 = vPosDept;, return xResult1;",,,I,N,5,,,N,,,,,,,,,,,0,,5L,5,"To retrieve the department associated with the, primary position of the active status., *",,HRPER,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
IFAF.P.AGI,,,N,D,N,10,AGI - Parent,49999,N,,N,2,N,N,,,,,,65,MD0,10R,8,This field is used to help calculate the income portion,"Parents, AGI",ISIR.FAFSA,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
IFAF.PRI.EFC,"int xResult1; , key xKeyIsirCalcResults for file IsirCalcResults;, xKeyIsirCalcResults = vIsirFafsaId; xResult1 = vIcresPriEfc;, return xResult1;",,N,D,N,10,,,N,,N,2,N,N,,,,,,0,MD0,8R,0,Primary EFC fro ISIR.CALC.RESULTS,Pri EFC,ISIR.FAFSA,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
IFAF.S.AGI,,,N,D,N,10,AGI - Student,2500,N,,N,2,N,N,,,,,,26,MD0,10R,8,Student's Adjusted Gross Income from IRS form,"Student, AGI",ISIR.FAFSA,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
INFORM.CONVERSION.STRING,,,,D,,15,Conversion,"MD02,$",,,,,,,,,,,,8,,10L,14,String to be used on this element by BASIC and INFORM,I/OCONV,TOOLCDD,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
INQUIRY.ONLY.PROCESS.LIST_PROCESS.DESCRIPTION,,,S,A,,500,,,,,,,,,,INQUIRY_ONLY,S,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
INQUIRY.ONLY.PROCESS.LIST,,,,L,N,6,Inquiry Only,,N,,,,,,,INQUIRY_ONLY,S,,,3,,6L,32,List of processes for which input is iqnored for this class,Inquiry Only,SECLASS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
INSTA.ACAD.CREDENTIALS,,,,Q,,100,,,,,,,,,,,,,ACAD.CREDENTIALS.ID,16,,7R,10,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
"INSTA.EXT.GPA","","","N","D","N","10","External GPA","2.345","N","","N","3","N","N","","","","","","10","MD3","7R","6","Contains an external GPA.  If you have ACAD.CREDENTIALS, for this INSTITUTIONS.ATTEND record then this field, shouldn't be used.  The GPA would be recorded with the, Credentials.  This field is mainly used to record High, School GPA.","External, GPA","INSTITUTIONS.ATTEND","N","","1995-06-08","STEVEN",2020-06-01,CCDW,2020-06-01T00:00:00.000Z
INVI.DESC,,,,T,N,200,Description,,N,,,,,,,,,,,1,,30L,80,"Description of the invoice item.  Defaults from AR, code description, but can be changed.  Displays on, item lists and resolution screens.",Description,AR.INVOICE.ITEMS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
INVI.EXT.CR.AMT,,,N,A,N,12,Credit Amt,,N,,Y,2,N,N,,,,,,8,"MD2,",12R,0,"This is the quantity times the credit amount.  The, extended amount is the amount by which an AR account, balance is reduced.",Ext Credit Amt,AR.INVOICE.ITEMS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
LAST.NAME,,,,D,,250,,,,,,,,,,,,,,1,,25L,57,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
LIMITED.TO.PROCESS.LIST_PROCESS.DESCRIPTION,,,S,A,,500,,,,,,,,,,LIMITED_TO,S,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
LIMITED.TO.PROCESS.LIST,,,,L,N,12,Do Only These,,N,,,,,,,LIMITED_TO,S,,,9,,12L,32,List of processes which this class is limited to.,Do Only These,SECLASS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
MIDDLE.NAME,,,,D,,50,,,,,,,,,,,,,,4,,15L,30,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
N99.STU.SEC.ATTEND.ADDDATE,,,,D,N,10,,,N,,,,,,,,,,,17,D2/,8R,0,,,N99.STU.SEC.ATTEND,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
N99SA.ALL.FACULTY,"string[] xlResult;, key xKeyCourseSections for file CourseSections;, key xKeyCourseSecFaculty for file CourseSecFaculty;, xKeyCourseSections = vN99saCourseSection;, xKeyCourseSecFaculty = vlSecFaculty;, xlResult = vlCsfFaculty;, return xlResult;",,,A,N,10,,,N,,,,,,,,,,,0,,10L,0,,All Faculty,N99.STU.SEC.ATTEND,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
N99SA.ATTEND.DATE,,,,D,N,10,,,N,,,,,,,,,,,6,D2/,8R,0,,Attend Date,N99.STU.SEC.ATTEND,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
NCRS.CAT.DESC.CC,,,,I,,500,,,,,,,,,,,,,,0,,10L,0,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
NCRS.COURSE.EQUIVS,,,,Q,,30,,,,,,,,,,,,CEQ.NON.COURSE,COURSE.EQUIVS.ID,13,,10L,10,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
NCRS.DESC,,,,T,N,500,Description,,N,,,,,,,,,,,2,,50L,80,"Long description of non-course entry.  Displayed but, not otherwise used by the system.",Description,NON.COURSES,N,,2/7/1995,SSS,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
OE.FIRST.NAME,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
OE.MIDDLE.NAME,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
OEE.USERNAME,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PER.RACES,,,,L,,25,,,,,,,,,,,,,,232,,10L,10,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERPOS.ADD.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,11,,6L,15,MIO Add/Change Date/Operator stamp support,,PERPOS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERPOS.CHANGE.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,13,,6L,15,MIO Add/Change Date/Operator stamp support,,PERPOS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERPOS.LAST.PAY.PERIOD.WORK,,,,D,N,10,,1/1/1997,N,,,,,,,,,,,51,D2/,8R,0,"This date will be used by the Personnel office to find, those employees who have not been paid within a period, of time and need to have their employment in this, position reviewed.",,PERPOS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERPOSWG.ADD.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,48,,3L,15,To record the login Id of the orginal analyst,,PERPOSWG,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERPOSWG.CHANGE.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,50,,6L,15,"To record the Login Id of the Analyst who made the last, change.",,PERPOSWG,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERSON.INSTITUTIONS.ATTEND,,,,Q,N,7,Institutions Attended,0000135,N,,,,,,,INSTITUTIONS_ATTEND,D,,INSTITUTIONS.ID,197,,7L,10,"Points to the Institutions Attended file, via person.id*institutions.id","Institutions, Attended",PERSON,N,,1995-03-27,RCL,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERSTAT.ADD.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,11,,6L,15,MIO Add/Change Date/Operator stamp support,,PERSTAT,N,,6/3/1991,MKB,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERSTAT.CHANGE.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,13,,6L,15,MIO Add/Change Date/Operator stamp support,,PERSTAT,N,,6/3/1991,MKB,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERSTAT.PRIMARY.PERPOS.ID,,,,X,N,14,,,N,,,,,,,,,,PERPOS.ID,22,,10L,10,,,PERSTAT,N,,2/8/1993,DBG,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PERSTAT.PRIMARY.POS.ID,,,,,,14,,,,,,,,,,,,,,,,,,,,PERSTAT,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PLP.PAC.LP.ASGMTS.IDS,,,,Q,,10,Contracted Assignment IDs,,N,,,,,,,ASGMTS_IDS,D,,PAC.LP.ASGMTS.ID,27,,10L,10,"Full return link of all assignment records associated to this load, period (PAC.LP.ASGMTS.ID)., There are 3 related fields that are considered subsets of this list, for each assignment type., A list of pointers is also maintained in the PAC.LP.POSITIONS file, for each assignment., An assignment cannot be added to an assignment contract without, an association to a PAC.LP.POSITIONS record.","PAC LP, ASGMTS",PAC.LOAD.PERIODS,,,1997-09-17,PS4,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.CLASS.DESC.CC,"string xResult;, xResult = SValcodeDesc(""HR"",vPosClass,""CLASSIFICATIONS"");, return xResult;",,,I,N,60,,,N,,,,,,,,,,,0,,10L,0,Retrieve the description for POS.CLASS,,POSITION,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.DEPT.DESC.CC,"string xResult;, key xDeptsId for file Depts;, xDeptsId = vPosDept;, xResult = vDeptsDesc;, return xResult;",,,I,N,60,,,N,,,,,,,,,,,0,,10L,0,Retrieve the description for POS.DEPT,,POSITION,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.DEPT,,,,X,N,8,Department,BIOL,N,DEPTS.ID,,,,,,,,,DEPTS.ID,21,,5L,10,"To identify the department which the position is part of., This field is used extensively as a sort and break option, for reports",Dept,POSITION,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.DIVISION,"string xResult1; , key xKeyDepts for file Depts;, xKeyDepts = vPosDept; xResult1 = vDeptsDivision;, return xResult1;",,,I,N,5,,,N,,,,,,,,,,,0,,3L,0,Translate the division from POS.DEPT,Div,POSITION,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.PRIMARY.POSPAY.GL,"string[] xlResult1; , key xlKeyPospay for file Pospay;, xlKeyPospay = vlAllPospay; xlResult1 = vlPospayFndgGlNo;, return xlResult1;",,,I,N,15,,,N,,,,,,,POS_PRIMARY_POSPAY_GL,D,,,0,,15L,0,"To retrieve the GL # for the Primary POSPAY for, POSD resolution",POSPAY GL no.,POSITION,N,,1997-06-02,KLINE1,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.SHORT.TITLE,,,,D,N,30,Short Title,Department Chair,N,,,,,,,,,,,10,,28L,30,"To provide an abbreviated title for the position to be, used on screen headers and reports.",,POSITION,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.TITLE,,,,D,N,100,Title,Department Chair,N,,,,,,,,,,,1,,60L,60,"To document the title of the position.  This is a free, form field.",,POSITION,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POS.UC.TITLE,"string xResult1; , xResult1 = (vPosTitle).ToUppercase();, return (string)xResult1;",,,I,N,100,,,N,,,,,,,,,,,0,,60L,0,Position Title in all Upper Case. Used in LookUp.,,POSITION,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POSPAY.ADD.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,11,,6L,15,MIO Add/Change Operator/Date Stamp Support,,POSPAY,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POSPAY.CHANGE.OPERATOR,,,,D,N,8,,,N,,,,,,,,,,,13,,6L,15,MIO Add/Change Date/Operator stamp supprot,,POSPAY,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
POSPAY.POSITION.ID,,,,X,N,14,,,N,POSITION.ID,,,,,,,,,POSITION.ID,27,,4L,14,MIO RLM,"Pospay, Position ID",POSPAY,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PPLP.PPWG.GRADE,,,,D,N,8,Grade,9,N,,,,,,,,,,,10,,8L,10,"To document the position grade of the employee in the, position.",Grade,PAC_LP_POSITIONS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PPLP.PPWG.STEP,,,,D,N,8,Step,4,N,,,,,,,,,,,11,,8L,10,"To document the position step of the employee in the, position.",Step,PAC_LP_POSITIONS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PPWG.WORK.UNIT.RATE,,,N,D,N,9,Work Unit Rate,127500,N,,N,4,N,N,,,,,,56,MD4,8R,9,The employees work time unit rate.,,PERPOSWG,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PST.STUDENT.NON.COURSES,,,,A,,8000,Non-Course,,N,STUDENT.NON.COURSES.ID,,,,,,,,STNC.PERSON.ID,STUDENT.NON.COURSES.ID,10,,10L,10,"List of IDs of the STUDENT.NON.COURSES records for, this person.  Used to get a summary view of all of, a person's non-course work (in AMS022).",Non-Courses,PERSON.ST,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PTD.LV.TKN.EARN.TYPES,"string xResult1; , xResult1 = SParseAssocField((vlPtdLvTknController).ToDelimitedString((253).Char()), ""*"", ""2"", ""1"");, return xResult1.ToArray((253).Char());",,,A,N,4,,,N,,,,,,,PTDLVTKN,I,,,0,,4L,0,"To extract the earnings type from the, PTD.LV.TKN.CONTROLLER from PTDLVTKN association.",Leave Taken Earnings Type,PAYTODAT,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PTD.LV.TKN.LEAVE.CODES,"string xResult1; , xResult1 = SParseAssocField((vlPtdLvTknController).ToDelimitedString((253).Char()), ""*"", ""1"", ""1"");, return xResult1.ToArray((253).Char());",,,A,N,4,,,N,,,,,,,PTDLVTKN,I,,,0,,4L,0,"To extract the leave code from the controller of the, leave taken association (PTDLVTKN).",Leave Taken Leave Code,PAYTODAT,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
PURPOSE,,,,C,,6300,Purpose,Brief description of a data element's use/purpose.,N,,,,,,,,,,,10,,59L,80,Brief description of a data element's use/purpose,,TOOLCDD,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
REM INVI.CHARGE.AMT,,,,D,N,12,Unit Charge,,N,,Y,2,N,N,,,,,,5,"MD2,",12R,0,"The charge amount of the invoice item.   This times, the quantity will determine the extended charge, amount.",Charge Amt,AR.INVOICE.ITEMS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
REPORT.HEADER,,,,T,,150,Report Header,,,,,,,,,,,,,9,,50L,0,A string to be used in reports (if different from field name,,TOOLCDD,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
REQMT.DESCRIPTION,"string xResult1; , xResult1 = SGetBlockDescTbl(vAcrTopReqmtBlock, """", """", ((string)0), ((string)60), """", """", """", """", """", """", """", """");, return xResult1.ToArray((253).Char());",,,I,,2500,,,,,,,,,,,,,,0,,60L,0,"Description of the requirement, focusing on what the, student needs to do., , 3/12/99 3:12:54 PM Jonathan Morgan - SOCR 25993, This field is now Unidata only because its subroutine, can't gen in PL/SQL (for Oracle) and it is not used, anywhere other than in queries.  Do not use this virtual, field in screens or in Envision (or in Oracle for that, matter).",Description,ST.OBSOLETE.FIELDS,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RESIDENTS,,,,A,,50,,,,,,,,,,,,,ID,12,,10L,10,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RT.FIELDS.ADD.OPERATOR,,,,D,N,20,Add Operator,STEVEN,N,,,,,,,,,,,50,,10L,15,,,RT.FIELDS,N,,4/23/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RT.FIELDS.CHANGE.OPERATOR,,,,D,N,20,Change By,AUS,N,,,,,,,,,,,52,,10L,15,,,RT.FIELDS,N,,4/23/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RT.FIELDS.ID,,,,K,N,33,Data Element Name,LAST.NAME,N,,,,,,,,,,,0,,28L,33,"Contains the Key to the RT.FIELDS file which represents, a single data element in the Run-Time CDD",Data Element Name,RT.FIELDS,N,,4/23/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RTFLDS.ALT.DICT.NAME,,,,D,N,33,Dictionary Name,LAST.NAME,N,,,,,,,,,,,3,,28L,33,Contains name of record written to dictionary.,Dictionary Name,RT.FIELDS,N,,4/23/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RTFLDS.ASSOCIATION,,,,X,N,25,Association Name,,N,,,,,,,,,RTA.FIELDS,RT.FIELD.ASSOCS.ID,13,,20L,32,"Contains an association name for the Uniquery, dictionary.",Association Name,RT.FIELDS,N,,4/23/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RTFLDS.CONVERSION,,,,D,N,13,Conversion String,,N,,,,,,,,,,,20,,10L,15,Contains conversion string for external data.,Conv,RT.FIELDS,N,,4/23/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RTFLDS.DEFAULT.PROMPT,,,,D,N,60,Input Prompt,Last Name,N,,,,,,,,,,,34,,50L,80,"Contains the prompt text to use or display for default, entry.",Default Input Prompt,RT.FIELDS,N,,6/21/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RTFLDS.READ.ICONV,,,,D,N,20,Internal Conv,D4/,N,,,,,,,,,,,54,,10L,32,"This field is used when the data is stored on the , file in external form, but needs to be converted to, internal form for processing., , Defines the ICONV conversion to be performed on the , data after it is  read from the file.  This same , string is used to do an OCONV on the data just , before it is written to the file.",Read Conv,RT.FIELDS,N,,4/19/1996,JGV,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RTFLDS.READ.REMOVE.CHARS,,,,D,N,41,Read Remove,";.,:",N,,,,,,,,,,,55,,15L,50,"All characters in this string will be stripped from, the data after the data is read from the file.",Read Remove,RT.FIELDS,N,,4/19/1996,JGV,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RTFLDS.VALIDATION.FILE,,,,D,N,27,Validation File,,N,,,,,,,,,,,15,,25L,32,Contains a validation file name used for translation.,Validation File,RT.FIELDS,N,,4/23/1995,STEVEN,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RULES.ADD.OPERATOR,,,,D,,9,,PS5,,,,,,,,,,,,2,,8L,15,Creator of the RULES record.,,RULES,,,7/1/1994,PS5,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
RULES.ID,,,,K,N,10,Rules ID,RULECHK,N,,,,,,,,,,,0,,8L,10,Key to the RULES record.,Rules ID,RULES,N,,7/1/1994,PS5,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SA.YEAR, string xResult1; xResult1 = File.Instance();  return xResult1;,,,K,N,4,Year,91,N,,,,,,,,,,,0,,4L,0,This is the year of the file,SA.YEAR,SA.ACYR,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SAPR.ACADEMIC.TERMS,,,,L,N,7,Academic Terms,,N,TERMS.ID,,,,,,SAP_ACADEMIC_TERM,D,,,57,,7L,7,"This is a list of the academic terms that the STUDENT.ACAD.CRED , records were associated to that are included in this SAP calculation.","Acad, Terms",SAP.RESULTS,N,TERMS,3/17/1997,PS4,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SCHOOLS.ADD.OPERATOR,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SCHOOLS.CHANGE.OPERATOR,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SCHOOLS.DEPTS,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SCHOOLS.DESC,,,,D,,500,,,,,,,,,,,,,,1,,30L,30,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SCHOOLS.DIVISIONS,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SCHOOLS.ID,,,,K,,10,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SEC.CENSUS.DATES,"string xResult1; , xResult1 = SGetSecCensusDates(vCourseSectionsId);, return (date)((int)xResult1.ToArray((253).Char()));",,,A,,8000,,,N,,N,2,/,,,,,,,0,D2/,8R,0,"Returns the census dates by checking the section,, then TERMS.LOCATIONS then TERMS to get the date., Provided for query purposes, but not otherwise used by, the system.",Census Dates,COURSE.SECTIONS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SEC.FACULTY,,?,,Q,,500,,,,,,,,,,SEC_FACULTY,D,CSF.COURSE.SECTION,COURSE.SEC.FACULTY.ID,40,,10L,10,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SEC.LOCATION.DESC.CC,,,,I,,100,,,,,,,,,,,,,,0,,10L,0,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SEC.MEETING,,,N,Q,N,6,Meetings,,N,COURSE.SEC.MEETING.ID,,,,,,SEC_MEETING,D,CSM.COURSE.SECTION,COURSE.SEC.MEETING.ID,12,,1L,10,"Points to the meeting template of the course section, for printing on the course schedule if desired.",Meeting Info,COURSE.SECTIONS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SEC.NO,,,,D,N,10,Copy From Section,,N,,,,,,,,,,,18,,5L,5,"This is the section number.  A section name is, subject+course number+section number.",Section,COURSE.SECTIONS,N,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SEC.STUDENTS,,?,,Q,,5000,,,,,,,,,,SEC_STUDENTS,D,,STUDENT.COURSE.SEC.ID,29,,40L,10,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SOC.CODES.ADDDATE,,,D,D,N,8,,,N,,,,,,,,,,,7,D2/,8R,0,Envision-maintained date this record was added to file.,Added On,SOC.CODES,N,,,,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SOC.CODES.ADDTIME,,,T,D,N,8,,,N,,,,,,,,,,,8,MTH,8R,0,Envision-maintained time this record was added to file.,Time Added,SOC.CODES,N,,,,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SOC.CODES.CHGDATE,,,D,D,N,8,,,N,,,,,,,,,,,10,D2/,8R,0,Envision-maintained date this record was last updated.,Changed On,SOC.CODES,N,,,,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SOC.CODES.CHGTIME,,,T,D,N,8,,,N,,,,,,,,,,,11,MTH,8R,0,Envision-maintained time this record was last changed.,Time Changed,SOC.CODES,N,,,,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
SOURCE,,,,X,,30,File,GL.ACCTS,N,,,,,,,,,FILE.FIELDS,LOGICAL.FILE.NAME,1,,20L,32,Where this element can be found (usually a file name),,TOOLCDD,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
ST.DESC,I,,,D,,500,,,,,,,,,,,,,,1,,20L,30,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
STA.ACAD.LEVEL,,,,K,,100,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
STA.FED.COHORT.GROUP,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
STA.START.TERM,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
STA.STUDENT.STANDINGS.SAL,,,,A,,8000,,,,,,,,,,,,,,0,,5L,0,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
STA.TERMS,,,,A,,8000,,,,,,,,,,,,,TERMS.ID,17,,7L,7,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
STATE,,,,D,,30,,,,,,,,,,,,,,2,,2L,2,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
STC.COMMENTS,,,,C,,500,,,,,,,,,,,,,,32,,65L,80,,,,,,2020-06-01,CCDW,2020-06-01,CCDW,2020-06-01T00:00:00.000Z
